q1_named_function,q1_score,q2_measurable_outcome,q2_score,q3_tense,q3_score,classification_score,classification,justification,passage_id,firm,year,page_number,tier,source_document,source_type,llm_model,passage_text,validation_sample,human_label,agreement
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names specific functions (e-commerce platform, predicting subsequent purchases to increase loyalty, accessibility) and uses present tense indicating current deployment, but provides no measurable outcomes, metrics, or timelines to substantiate the claims.",73aec12e,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"General Ensuring accessibility on our e-commerce platform Disclosures 2-2 Entities included in the organization’s Part V. Approach to Environmental, Social and 2021 sustainability reporting Governance Issues Machine learning models make it possible to in- remains a top priority as we strive to creat",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific application (machine learning models predicting purchases to increase loyalty), references a measurable scope (over 300 consumer goods categories), and uses present tense indicating current deployment.",9c8d7c57,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Approach to Environmental, Social and 2021 sustainability reporting Governance Issues Machine learning models make it possible to in- remains a top priority as we strive to create an crease loyalty by predicting subsequent purchases inclusive digital environment for all users. In line 2-3 Reporting ",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is a fragmented, incoherent excerpt that mentions AI only in passing as part of a biographical description, with no specific business function, measurable outcome, or evidence of deployment.",0dfa0b2d,Allegro,2025,4,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"e-commerce, fintech, and the implementation of For buyers and sellers, this means more delivery 2026 has started well, giving us confidence that we eu S.A. for the 2025 financial year. artificial intelligence within both his own ventures options and access to almost all Poland’s lockers will achieve",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is fragmented and incoherent, failing to name any specific AI application or measurable outcome, and references only vague future goals without evidence of deployment.",a7b7d7b6,Allegro,2025,4,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"for the 2025 financial year. artificial intelligence within both his own ventures options and access to almost all Poland’s lockers will achieve our goals for further growth in our core and international corporations. and PUDOs, most often subsidized by the Group business.",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is fragmented and incoherent, mentioning AI only in passing without naming a specific application, measurable outcome, or evidence of deployment, while framing goals in aspirational terms.",516465c0,Allegro,2025,4,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"artificial intelligence within both his own ventures options and access to almost all Poland’s lockers will achieve our goals for further growth in our core and international corporations. and PUDOs, most often subsidized by the Group business. Our ambition is to become the first choice 2025 was ano",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific AI application (AI assistant for shopping/e-commerce), references measurable financial outcomes (revenue, profitability, investment meeting expectations in 2025), and describes the initiative as already underway, making it current/mixed in deployment status.",74d401f6,Allegro,2025,4,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"combining the forces and competencies of the best Europe by developing the region’s most advanced companies in selected categories. and user-friendly e-commerce platform. Some of the initiatives already underway include Financially, 2025 met our expectations in terms the introduction of an AI assist",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific AI application (AI assistant in the shopping process) already underway, references measurable financial outcomes (GMV outlook, revenue, profitability), and combines current deployment language ('already underway') with future growth intentions.",4846f11c,Allegro,2025,4,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"and user-friendly e-commerce platform. Some of the initiatives already underway include Financially, 2025 met our expectations in terms the introduction of an AI assistant to the shopping of revenue, profitability, and investment. Allegro Through our strong growth intentions and a drive As we closed",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific AI application (AI assistant for the shopping process), references measurable outcomes (PLN 70 billion GMV, Adjusted EBITDA growth), and describes current deployment alongside future intentions.",96ded9e2,Allegro,2025,4,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"Some of the initiatives already underway include Financially, 2025 met our expectations in terms the introduction of an AI assistant to the shopping of revenue, profitability, and investment. Allegro Through our strong growth intentions and a drive As we closed our first quarter-century, we simultan",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific AI application (Allegro AI Assistant) used to enhance the shopping experience, references measurable business metrics (revenue, EBITDA, GMV, milestones in advertising, logistics), and describes both current deployments and future plans (2026 measures), qualifying it as substantive despite the passage appearing garbled or merged from multiple text sources.",a9645371,Allegro,2025,5,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"In 2026, we will also welcome the European revenue, EBITDA, and Gross Merchandise Value transformation of the Mall Group was completed the technology to boost operational efficiency and Union’s first measures in years aimed at ensuring (GMV). We also reached several milestones in our during the year",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific AI application (AI Assistant for enhancing the shopping experience) and uses present/current tense ('is accelerating'), but the text appears fragmented and garbled, providing no measurable outcomes or metrics to substantiate the claims.",154dcfdf,Allegro,2025,5,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"We also reached several milestones in our during the year, as we integrated this business with enhance the shopping experience via the Allegro fair competition. The uncontrolled influx of goods primary growth engines: advertising, logistics, and our CEE marketplaces and took the decision to sell AI ",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific AI application (AI Assistant) and references current business functions (advertising, logistics, financial services, CEE marketplaces), but the text appears fragmented and garbled, lacking any measurable outcomes or metrics to support a Substantive classification.",32895884,Allegro,2025,5,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"The uncontrolled influx of goods primary growth engines: advertising, logistics, and our CEE marketplaces and took the decision to sell AI Assistant. This technology is accelerating the from outside Europe is expected to be significantly financial services. We implemented a series of our platforms i",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is a fragmented, buzzword-heavy statement that lists AI, machine learning, and robotics without naming any specific business function, measurable outcome, or evidence of current deployment, only vaguely referencing geographic expansion aspirations.",189b82e5,Allegro,2025,43,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"We expanding our operations in the CEE region, and local markets but throughout Europe. by applying advanced technology solutions such as aim to provide a straightforward and trustworthy subsequently, across all of Europe. To ensure that machine learning, artificial intelligence and robotics.",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While specific technologies (ML, AI, robotics) and a general application area (shopping journey, fintech) are named, the language is entirely aspirational ('aim to provide', 'vision becomes true') with no measurable outcomes or evidence of current deployment.",aa131465,Allegro,2025,43,tier1,Allegro_2025.pdf,annual_report,claude-sonnet-4-6,"by applying advanced technology solutions such as aim to provide a straightforward and trustworthy subsequently, across all of Europe. To ensure that machine learning, artificial intelligence and robotics. shopping journey, encompassing every aspect the vision becomes true, we identified 7 key pilla",no,,
